Customer_ID,Customer_Type,Nationality,Preferred_Location,Preferred_Property_Type,Budget_AED
CUST-002602,End User,German,Dubai Marina,Apartment,1505000.0
CUST-001513,Investor,Indian,Dubai Marina,Penthouse,4695000.0
CUST-001822,End User,Nigerian,Mohammed Bin Rashid City (MBR City),Townhouse,3775000.0
CUST-000468,Investor,Lebanese,Arabian Ranches,Townhouse,1850000.0
CUST-000345,Investor,Iranian,Al Furjan,Apartment,1300000.0
CUST-004904,Investor,Saudi,Dubai South,Townhouse,1900000.0
CUST-001493,End User,Saudi,Dubai Marina,Studio,915000.0
CUST-004201,End User,British,Damac Hills 2,Townhouse,2580000.0
CUST-003936,Investor,British,Dubai Creek Harbour,Villa,6245000.0
CUST-001418,Investor,Italian,Downtown Dubai,Townhouse,
CUST-000608,End User,Canadian,Al Furjan,Apartment,1550000.0
CUST-004123,End User,British,Jumeirah Village Circle (JVC),Studio,1675000.0
CUST-001449,Investor,,Al Furjan,Apartment,1815000.0
CUST-003851,Investor,Pakistani,Arabian Ranches,Apartment,1630000.0
CUST-003963,Investor,British,Jumeirah Village Circle (JVC),Apartment,1505000.0
CUST-001889,End User,South African,Business Bay,Apartment,1685000.0
CUST-003772,End User,Filipino,Dubai Hills Estate,Studio,995000.0
CUST-001710,End User,Lebanese,Dubai Marina,Studio,1785000.0
CUST-003278,End User,Russian,Jumeirah Lake Towers (JLT),Studio,1450000.0
CUST-002488,End User,French,Dubai Marina,Townhouse,2245000.0
CUST-002025,Investor,Canadian,Business Bay,Villa,2045000.0
CUST-003482,Investor,British,Jumeirah Lake Towers (JLT),Apartment,1305000.0
CUST-000022,End User,Russian,Business Bay,Townhouse,2015000.0
CUST-004512,End User,,Jumeirah Lake Towers (JLT),Villa,4240000.0
CUST-004101,Investor,British,Mohammed Bin Rashid City (MBR City),Studio,570000.0
CUST-001080,Investor,British,Dubai Marina,Apartment,1920000.0
CUST-002429,Investor,Nigerian,Business Bay,Apartment,550000.0
CUST-003367,End User,Emirati,Jumeirah Village Circle (JVC),Apartment,
CUST-004013,Investor,Chinese,Dubai Creek Harbour,Villa,5165000.0
CUST-002404,End User,Pakistani,Palm Jumeirah,Townhouse,2545000.0
CUST-003307,Investor,American,Dubai Hills Estate,Penthouse,4285000.0
CUST-004408,Investor,British,Dubai Marina,Apartment,2005000.0
CUST-003417,Investor,Canadian,Jumeirah Lake Towers (JLT),Apartment,1850000.0
CUST-002536,End User,Indian,Dubai Creek Harbour,Apartment,1870000.0
CUST-002278,Investor,Russian,Downtown Dubai,Apartment,1575000.0
CUST-001048,Investor,Filipino,Dubai Creek Harbour,Studio,1075000.0
CUST-004973,End User,Pakistani,Downtown Dubai,Studio,715000.0
CUST-002335,End User,German,Jumeirah Lake Towers (JLT),Apartment,975000.0
CUST-003618,End User,Chinese,Dubai Creek Harbour,Studio,1230000.0
CUST-001978,End User,Ukrainian,Al Furjan,Studio,1040000.0
CUST-003210,Investor,French,Dubai Hills Estate,Apartment,1080000.0
CUST-000811,Investor,Jordanian,Dubai Marina,Apartment,2040000.0
CUST-004370,End User,Emirati,Dubai South,Villa,2115000.0
CUST-002480,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,1360000.0
CUST-004899,Investor,French,Jumeirah Village Circle (JVC),Apartment,1175000.0
CUST-004234,Investor,Canadian,Downtown Dubai,Apartment,1885000.0
CUST-004950,Investor,Emirati,Mohammed Bin Rashid City (MBR City),Villa,
CUST-001369,End User,German,Business Bay,Apartment,1500000.0
CUST-002669,Investor,Pakistani,,Apartment,1360000.0
CUST-003478,End User,Chinese,Dubai Marina,Villa,9425000.0
CUST-001521,End User,Pakistani,Dubai Marina,Townhouse,1500000.0
CUST-004684,Investor,Emirati,Palm Jumeirah,Penthouse,5350000.0
CUST-000937,Investor,Indian,Mohammed Bin Rashid City (MBR City),Apartment,1560000.0
CUST-001206,Investor,South African,Dubai Marina,Apartment,1305000.0
CUST-001203,Investor,Emirati,Dubai Marina,Apartment,1300000.0
CUST-004292,Investor,French,Al Furjan,Apartment,1810000.0
CUST-004332,End User,Indian,Dubai Marina,Penthouse,4915000.0
CUST-000131,End User,Pakistani,Dubai Marina,Studio,2255000.0
CUST-000522,End User,Lebanese,,Townhouse,1825000.0
CUST-000956,End User,Indian,Business Bay,Apartment,810000.0
CUST-000914,Investor,Emirati,Downtown Dubai,Apartment,1620000.0
CUST-000860,Investor,British,Jumeirah Village Circle (JVC),Studio,1520000.0
CUST-002034,Investor,Indian,Mohammed Bin Rashid City (MBR City),Townhouse,2200000.0
CUST-001652,End User,British,Business Bay,Apartment,1445000.0
CUST-001316,Investor,British,Business Bay,Apartment,685000.0
CUST-002400,Investor,British,Business Bay,Apartment,1820000.0
CUST-002960,End User,Italian,Downtown Dubai,Townhouse,1670000.0
CUST-002176,End User,Pakistani,,Apartment,2360000.0
CUST-001810,Investor,Chinese,Downtown Dubai,Apartment,975000.0
CUST-002333,Investor,Emirati,Dubai Silicon Oasis,Townhouse,1880000.0
CUST-004195,Investor,Filipino,,Studio,735000.0
CUST-003027,Investor,Saudi,Downtown Dubai,Studio,1230000.0
CUST-000624,Investor,Emirati,Jumeirah Village Circle (JVC),Studio,1185000.0
CUST-000689,Investor,Lebanese,Jumeirah Village Circle (JVC),Villa,4965000.0
CUST-003845,Investor,Nigerian,Downtown Dubai,Apartment,750000.0
CUST-001367,Investor,Emirati,Downtown Dubai,Apartment,1600000.0
CUST-003044,End User,French,Downtown Dubai,Townhouse,
CUST-003759,Investor,Nigerian,Dubai Marina,Townhouse,2625000.0
CUST-003866,Investor,Russian,Dubai Hills Estate,Apartment,600000.0
CUST-000611,Investor,Chinese,Jumeirah Lake Towers (JLT),Apartment,1525000.0
CUST-002507,Investor,Saudi,Al Furjan,Villa,3270000.0
CUST-004449,End User,South African,Dubai Marina,Villa,4760000.0
CUST-004000,Investor,Filipino,Jumeirah Village Circle (JVC),Apartment,1260000.0
CUST-000463,End User,Jordanian,Dubai Hills Estate,Penthouse,2630000.0
CUST-001574,End User,Iranian,Jumeirah Village Circle (JVC),Townhouse,2825000.0
CUST-000793,Investor,German,Business Bay,Apartment,1570000.0
CUST-002553,End User,Canadian,Downtown Dubai,Studio,1910000.0
CUST-000309,Investor,Egyptian,Dubai Hills Estate,Villa,4945000.0
CUST-002122,Investor,Nigerian,Palm Jumeirah,Apartment,2210000.0
CUST-002412,Investor,Italian,,Penthouse,4860000.0
CUST-000580,Investor,Iranian,Dubai Marina,Studio,1280000.0
CUST-000106,End User,Chinese,Dubai Hills Estate,Apartment,705000.0
CUST-001706,Investor,Pakistani,Downtown Dubai,Apartment,895000.0
CUST-001000,Investor,Lebanese,Arabian Ranches,Studio,1005000.0
CUST-002556,Investor,Filipino,Dubai South,Apartment,1545000.0
CUST-001012,Investor,American,Jumeirah Lake Towers (JLT),Apartment,1635000.0
CUST-003503,Investor,Emirati,Al Furjan,Apartment,1425000.0
CUST-002995,Investor,British,Arabian Ranches,Studio,
CUST-003182,Investor,Jordanian,Mohammed Bin Rashid City (MBR City),Villa,3760000.0
CUST-001035,End User,British,Jumeirah Lake Towers (JLT),Apartment,870000.0
CUST-004789,Investor,Pakistani,Business Bay,Villa,6120000.0
CUST-003346,Investor,British,Jumeirah Lake Towers (JLT),Studio,1390000.0
CUST-001337,End User,French,Dubai Silicon Oasis,Apartment,1750000.0
CUST-002038,End User,Pakistani,Business Bay,Townhouse,2690000.0
CUST-003820,Investor,Lebanese,Palm Jumeirah,Apartment,455000.0
CUST-002382,Investor,Nigerian,Downtown Dubai,Studio,
CUST-004537,End User,Pakistani,Business Bay,Townhouse,1735000.0
CUST-002860,Investor,British,Mohammed Bin Rashid City (MBR City),Villa,1760000.0
CUST-002237,Investor,Indian,Damac Hills 2,Studio,1180000.0
CUST-003675,End User,Pakistani,Al Furjan,Villa,910000.0
CUST-002096,Investor,Chinese,Palm Jumeirah,Apartment,1400000.0
CUST-000871,End User,Pakistani,Business Bay,Studio,2040000.0
CUST-003822,End User,Pakistani,Jumeirah Lake Towers (JLT),Apartment,1905000.0
CUST-003050,End User,Indian,Dubai Creek Harbour,Villa,5430000.0
CUST-004875,Investor,Indian,Downtown Dubai,Townhouse,2000000.0
CUST-003274,Investor,,Downtown Dubai,Apartment,1365000.0
CUST-004299,Investor,Pakistani,Jumeirah Village Circle (JVC),Apartment,2030000.0
CUST-003829,Investor,Emirati,Downtown Dubai,Townhouse,3240000.0
CUST-000977,End User,Russian,Jumeirah Village Circle (JVC),Apartment,1720000.0
CUST-002968,Investor,British,,Apartment,
CUST-001708,Investor,Emirati,Dubai Creek Harbour,Studio,1015000.0
CUST-003660,Investor,Indian,Dubai Marina,Apartment,400000.0
CUST-001819,End User,Lebanese,Dubai Marina,Apartment,2455000.0
CUST-002911,Investor,,Dubai Hills Estate,Apartment,
CUST-001174,Investor,Pakistani,Dubai Marina,Townhouse,1470000.0
CUST-001341,End User,Saudi,Downtown Dubai,Villa,1330000.0
CUST-003684,Investor,British,Arabian Ranches,Townhouse,3070000.0
CUST-003621,Investor,Nigerian,Business Bay,Townhouse,2425000.0
CUST-004668,Investor,French,Dubai South,Apartment,2085000.0
CUST-001510,Investor,Indian,Jumeirah Village Circle (JVC),Villa,2795000.0
CUST-001930,End User,British,Jumeirah Lake Towers (JLT),Apartment,1650000.0
CUST-000206,Investor,Saudi,Downtown Dubai,Townhouse,1425000.0
CUST-004133,Investor,Saudi,Jumeirah Lake Towers (JLT),Apartment,1935000.0
CUST-000354,End User,Canadian,Downtown Dubai,Apartment,1900000.0
CUST-003083,Investor,French,Business Bay,Apartment,1430000.0
CUST-004520,Investor,French,Business Bay,Apartment,1570000.0
CUST-000732,End User,Russian,Mohammed Bin Rashid City (MBR City),Apartment,1410000.0
CUST-001446,Investor,Indian,Jumeirah Village Circle (JVC),Villa,1515000.0
CUST-000703,Investor,Egyptian,Palm Jumeirah,Villa,760000.0
CUST-004094,Investor,Chinese,Dubai South,Studio,890000.0
CUST-004610,End User,Emirati,Dubai Hills Estate,Penthouse,6490000.0
CUST-002663,Investor,Indian,Downtown Dubai,Apartment,1450000.0
CUST-000161,Investor,Russian,Dubai Silicon Oasis,Apartment,1490000.0
CUST-004677,Investor,Pakistani,Palm Jumeirah,Townhouse,2645000.0
CUST-003550,Investor,Saudi,Dubai Hills Estate,Townhouse,1885000.0
CUST-003431,End User,Filipino,Dubai South,Penthouse,4180000.0
CUST-003186,End User,Canadian,Business Bay,Apartment,1220000.0
CUST-001386,End User,Saudi,Jumeirah Village Circle (JVC),Apartment,1705000.0
CUST-000502,End User,Indian,Jumeirah Village Circle (JVC),Townhouse,2230000.0
CUST-004339,Investor,Nigerian,Mohammed Bin Rashid City (MBR City),Villa,1570000.0
CUST-004957,Investor,British,Jumeirah Village Circle (JVC),Studio,1580000.0
CUST-002105,Investor,Chinese,Jumeirah Village Circle (JVC),Studio,
CUST-003215,Investor,Russian,Al Furjan,Apartment,1515000.0
CUST-002234,End User,Russian,Al Furjan,Apartment,2355000.0
CUST-004227,End User,Jordanian,Jumeirah Lake Towers (JLT),Apartment,
CUST-003334,End User,Pakistani,Dubai Marina,Townhouse,2030000.0
CUST-002666,Investor,Canadian,Palm Jumeirah,Townhouse,1975000.0
CUST-001008,Investor,Egyptian,Jumeirah Village Circle (JVC),Villa,1600000.0
CUST-003966,Investor,Emirati,Jumeirah Village Circle (JVC),Townhouse,1890000.0
CUST-002172,End User,Russian,Dubai Hills Estate,Studio,1355000.0
CUST-001891,Investor,Pakistani,Damac Hills 2,Villa,4855000.0
CUST-001288,Investor,British,Dubai South,Apartment,1020000.0
CUST-000369,Investor,British,,Apartment,1535000.0
CUST-003232,Investor,Indian,Dubai Hills Estate,Apartment,1665000.0
CUST-001319,Investor,South African,Dubai South,Villa,4610000.0
CUST-000494,End User,American,Jumeirah Village Circle (JVC),Villa,5530000.0
CUST-001964,Investor,Russian,Dubai Hills Estate,Apartment,1460000.0
CUST-004175,Investor,American,Business Bay,Townhouse,1865000.0
CUST-004693,End User,Nigerian,,Apartment,600000.0
CUST-000334,Investor,Pakistani,Al Furjan,Apartment,510000.0
CUST-001476,Investor,Nigerian,Jumeirah Lake Towers (JLT),Townhouse,2760000.0
CUST-000680,End User,Indian,Dubai Hills Estate,Apartment,400000.0
CUST-002837,End User,British,,Studio,955000.0
CUST-001139,End User,Chinese,Dubai Marina,Villa,2305000.0
CUST-001222,Investor,Indian,Damac Hills 2,Apartment,1145000.0
CUST-003782,Investor,Indian,Dubai Creek Harbour,Apartment,
CUST-002899,Investor,Lebanese,Business Bay,Studio,
CUST-000381,Investor,Emirati,Downtown Dubai,Apartment,1110000.0
CUST-004116,Investor,Russian,Dubai Marina,Apartment,955000.0
CUST-004472,Investor,Canadian,Downtown Dubai,Villa,5620000.0
CUST-000068,Investor,British,Palm Jumeirah,Villa,4105000.0
CUST-003273,End User,Jordanian,Business Bay,Townhouse,2260000.0
CUST-003688,End User,Indian,Al Furjan,Apartment,1280000.0
CUST-001883,End User,British,Jumeirah Lake Towers (JLT),Villa,7110000.0
CUST-000478,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,650000.0
CUST-004519,Investor,Indian,Al Furjan,Apartment,1425000.0
CUST-004958,Investor,Indian,Jumeirah Village Circle (JVC),Apartment,1525000.0
CUST-002383,Investor,Emirati,Business Bay,Apartment,1945000.0
CUST-001173,End User,South African,Damac Hills 2,Apartment,1510000.0
CUST-004765,Investor,Russian,Dubai Marina,Apartment,2240000.0
CUST-002360,End User,Lebanese,Mohammed Bin Rashid City (MBR City),Studio,1375000.0
CUST-000426,Investor,Russian,Arabian Ranches,Apartment,2000000.0
CUST-002256,Investor,Chinese,Dubai Creek Harbour,Apartment,1980000.0
CUST-001334,Investor,Pakistani,Mohammed Bin Rashid City (MBR City),Villa,1385000.0
CUST-000200,Investor,Filipino,Downtown Dubai,Apartment,2010000.0
CUST-002358,Investor,Egyptian,Arabian Ranches,Studio,
CUST-003542,End User,Chinese,Downtown Dubai,Studio,1255000.0
CUST-001939,End User,American,Downtown Dubai,Apartment,1725000.0
CUST-004453,End User,Pakistani,Dubai Marina,Apartment,480000.0
CUST-000144,Investor,Russian,Dubai Silicon Oasis,Apartment,970000.0
CUST-004878,Investor,French,Dubai Hills Estate,Studio,1510000.0
CUST-000250,Investor,Chinese,,Townhouse,3035000.0
CUST-003882,Investor,Pakistani,Damac Hills 2,Studio,1285000.0
CUST-001455,End User,Indian,Jumeirah Lake Towers (JLT),Townhouse,4610000.0
CUST-004797,End User,Nigerian,Mohammed Bin Rashid City (MBR City),Studio,805000.0
CUST-000418,Investor,British,Jumeirah Lake Towers (JLT),Villa,4325000.0
CUST-000912,Investor,Nigerian,Dubai Hills Estate,Townhouse,3410000.0
CUST-004575,Investor,German,Dubai Marina,Townhouse,3270000.0
CUST-002597,Investor,Nigerian,Dubai Marina,Villa,
CUST-003926,End User,French,Downtown Dubai,Apartment,1980000.0
CUST-003454,Investor,Nigerian,Business Bay,Apartment,1875000.0
CUST-002310,Investor,British,Business Bay,Apartment,1265000.0
CUST-002113,End User,German,Business Bay,Studio,515000.0
CUST-004647,Investor,Jordanian,Business Bay,Townhouse,1990000.0
CUST-003420,End User,Pakistani,Downtown Dubai,Apartment,1460000.0
CUST-003177,End User,Nigerian,Dubai Marina,Villa,3845000.0
CUST-002696,End User,Iranian,Dubai Creek Harbour,Villa,7090000.0
CUST-001289,Investor,,Al Furjan,Townhouse,2010000.0
CUST-001656,End User,Indian,Dubai Hills Estate,Apartment,1980000.0
CUST-000913,Investor,British,Jumeirah Village Circle (JVC),Townhouse,1400000.0
CUST-003433,Investor,Russian,Dubai South,Townhouse,2400000.0
CUST-004073,End User,Nigerian,Mohammed Bin Rashid City (MBR City),Villa,5195000.0
CUST-000766,Investor,Pakistani,Mohammed Bin Rashid City (MBR City),Apartment,2155000.0
CUST-004245,Investor,Russian,Jumeirah Lake Towers (JLT),Villa,5135000.0
CUST-000147,End User,French,Mohammed Bin Rashid City (MBR City),Apartment,1115000.0
CUST-001134,End User,,Dubai Marina,Apartment,1465000.0
CUST-002657,Investor,Chinese,Al Furjan,Apartment,400000.0
CUST-000395,End User,Lebanese,Jumeirah Village Circle (JVC),Townhouse,2375000.0
CUST-003598,End User,British,Business Bay,Townhouse,1945000.0
CUST-000046,Investor,French,Jumeirah Village Circle (JVC),Apartment,1160000.0
CUST-003270,End User,Chinese,Jumeirah Village Circle (JVC),Studio,2215000.0
CUST-003287,Investor,British,,Villa,4560000.0
CUST-000322,Investor,British,Arabian Ranches,Apartment,635000.0
CUST-002160,Investor,Chinese,Dubai Marina,Apartment,705000.0
CUST-004567,Investor,British,Dubai Marina,Villa,5865000.0
CUST-001958,End User,British,Mohammed Bin Rashid City (MBR City),Apartment,1350000.0
CUST-003460,End User,German,Palm Jumeirah,Studio,1770000.0
CUST-002428,Investor,Canadian,Jumeirah Village Circle (JVC),Townhouse,2990000.0
CUST-003893,Investor,Russian,Arabian Ranches,Apartment,810000.0
CUST-002185,End User,,Downtown Dubai,Apartment,400000.0
CUST-003434,Investor,Egyptian,Business Bay,Apartment,1010000.0
CUST-002702,Investor,Russian,Dubai Creek Harbour,Apartment,1025000.0
CUST-004802,End User,Indian,Dubai Marina,Apartment,740000.0
CUST-002072,End User,American,Downtown Dubai,Apartment,495000.0
CUST-001368,End User,Pakistani,Dubai Silicon Oasis,Apartment,1720000.0
CUST-003096,End User,British,Business Bay,Villa,6705000.0
CUST-002365,Investor,Indian,Jumeirah Village Circle (JVC),Villa,5555000.0
CUST-000931,Investor,,Downtown Dubai,Villa,5830000.0
CUST-002269,End User,Russian,Jumeirah Village Circle (JVC),Villa,
CUST-002976,End User,French,Dubai South,Studio,1165000.0
CUST-003952,End User,American,Dubai Creek Harbour,Villa,6205000.0
CUST-003142,Investor,Filipino,Palm Jumeirah,Villa,3315000.0
CUST-001946,End User,Nigerian,Dubai Hills Estate,Penthouse,6470000.0
CUST-004228,End User,British,Jumeirah Lake Towers (JLT),Townhouse,
CUST-002582,Investor,Nigerian,Dubai Hills Estate,Villa,7395000.0
CUST-000436,Investor,Canadian,Dubai Marina,Apartment,1285000.0
CUST-000607,Investor,Pakistani,Arabian Ranches,Villa,3445000.0
CUST-000075,End User,Jordanian,Business Bay,Apartment,995000.0
CUST-001765,Investor,Emirati,Dubai Hills Estate,Apartment,
CUST-003516,End User,Italian,Mohammed Bin Rashid City (MBR City),Townhouse,1115000.0
CUST-003239,Investor,American,,Townhouse,2715000.0
CUST-001323,Investor,Chinese,Dubai Marina,Studio,1735000.0
CUST-001577,Investor,Russian,Dubai Creek Harbour,Townhouse,2515000.0
CUST-003743,Investor,Pakistani,Business Bay,Townhouse,2870000.0
CUST-000114,Investor,Filipino,Dubai Silicon Oasis,Studio,1615000.0
CUST-000987,Investor,Lebanese,Downtown Dubai,Villa,5915000.0
CUST-004562,Investor,Pakistani,Dubai Hills Estate,Apartment,1740000.0
CUST-000748,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,2270000.0
CUST-001864,Investor,Nigerian,Dubai Hills Estate,Villa,1160000.0
CUST-000223,Investor,Indian,Al Furjan,Apartment,2115000.0
CUST-002567,Investor,Emirati,,Apartment,2045000.0
CUST-001349,Investor,Indian,Mohammed Bin Rashid City (MBR City),Studio,1650000.0
CUST-001503,Investor,Egyptian,Downtown Dubai,Villa,3905000.0
CUST-004137,End User,American,Business Bay,Studio,2090000.0
CUST-001666,Investor,South African,Jumeirah Village Circle (JVC),Apartment,895000.0
CUST-004825,End User,American,Business Bay,Apartment,855000.0
CUST-004364,Investor,Chinese,Dubai Hills Estate,Apartment,
CUST-003168,Investor,Nigerian,Dubai Creek Harbour,Apartment,1970000.0
CUST-000036,Investor,American,Dubai Marina,Apartment,1370000.0
CUST-000831,Investor,Egyptian,Jumeirah Lake Towers (JLT),Studio,520000.0
CUST-004169,End User,American,Al Furjan,Studio,795000.0
CUST-004181,Investor,Egyptian,Damac Hills 2,Studio,1665000.0
CUST-001762,Investor,Indian,Dubai Hills Estate,Penthouse,2190000.0
CUST-002864,Investor,British,Downtown Dubai,Villa,4185000.0
CUST-000348,Investor,Russian,Dubai Marina,Villa,6205000.0
CUST-000168,Investor,Indian,Damac Hills 2,Townhouse,2440000.0
CUST-004664,End User,Pakistani,Dubai Marina,Apartment,
CUST-000117,Investor,Lebanese,Dubai South,Studio,585000.0
CUST-000531,End User,Nigerian,Downtown Dubai,Apartment,1260000.0
CUST-001395,Investor,Italian,Al Furjan,Villa,6200000.0
CUST-002591,Investor,American,Jumeirah Village Circle (JVC),Townhouse,1180000.0
CUST-002369,Investor,Indian,Jumeirah Village Circle (JVC),Townhouse,2215000.0
CUST-001029,End User,Saudi,Dubai Hills Estate,Apartment,1435000.0
CUST-001642,End User,Nigerian,Downtown Dubai,Apartment,2360000.0
CUST-002522,End User,Filipino,Al Furjan,Villa,5045000.0
CUST-004727,Investor,Russian,Dubai Marina,Apartment,945000.0
CUST-003052,Investor,Lebanese,Dubai Marina,Apartment,1530000.0
CUST-003777,Investor,British,Jumeirah Lake Towers (JLT),Apartment,1460000.0
CUST-004110,Investor,Nigerian,Mohammed Bin Rashid City (MBR City),Villa,6590000.0
